Company,Date Posted,Job Category,Job_Description,Location,Title
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Annapolis, MD",Electronic Sales Associate
H.H. Gregg,9/18/2016,Retail,"The following duties and responsibilities are essential in the daily execution of the position Assist members of management with checking in transfer trucks. Put product away in proper area of warehouse. Store maintenance; (including but not limited to) floors (mopping and vacuuming), all glass and  ...","Fairfax, VA",Store Warehouse Associate
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Annapolis, MD",Home Appliance Sales Associate
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Enter customer purchases into P.O.S system. Assist in the answering of telephone calls and follow hhgregg phone etiquette. May be responsible for opening and closing registers; verifying and balancing all  ...,"Largo, MD",Customer Service Representative
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Bel Air, MD",Electronic Sales Associate
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Enter customer purchases into P.O.S system. Assist in the answering of telephone calls and follow hhgregg phone etiquette. May be responsible for opening and closing registers; verifying and balancing all  ...,"Towson, MD",Customer Service Representative
H.H. Gregg,9/18/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Springfield, VA",Home Appliance Sales Associate
Amazon Corporate LLC,9/16/2016,Retail,"Kindle is the best selling product in the history of Amazon, and the Device business is one of the most innovative and fastest growing businesses at Amazon. This position will continue to build on that success by educating customers about our devices and ecosystem at an Amazon Pop Up in Annapolis, M ...","Annapolis, MD","Amazon Retail Sales Associate - Annapolis, MD"
ATCC,9/16/2016,Retail,"Create and maintain standardized reports and dashboards to provide ongoing data and insight. Review and track data from all tracking systems (Google Analytics, MS CRM, Sitecore, Silverpop). Provides social marketing, paid advertising, and e mail marketing expertise to assist in building content stra ...","Gaithersburg, MD",Associate Digital Analyst e-Commerce
Amazon Corporate LLC,9/16/2016,Retail,Part Time Seasonal Logistics Sortation Associate Overnight/Early Morning  Job ID 160007088    One click shopping. Two day shipping. Same day delivery. There are so many ways Amazon is striving to bring delight to our customers. In an Amazon delivery station you're at the epicenter of delivering the  ...,"Baltimore, MD",Part-Time Seasonal Logistics Sortation Associate - Overnight...
"adidas America, Inc.",9/16/2016,Retail,"Contributes to store profitability by ensuring KPIs for a defined area within the store are met or exceeded. The core expectations include coordinating team members to provide the best possible balance of service and operations, resulting in a leading shopping experience. Key Accountabilities Alloca ...","National Harbor, MD",Retail Team Leader - National Harbor 211
H.H. Gregg,9/16/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Springfield, VA",Electronic Sales Associate
H.H. Gregg,9/16/2016,Retail,"Sales Training The primary goal during the Sales Training phase is to initially work on the sales floor to understand the selling process, gain a broader knowledge of our products and services and meet the sales goals assigned by management. Achievement of store sales and profitability budgets on a  ...","Sterling, VA",Retail Manager in Training
H.H. Gregg,9/16/2016,Retail,The following duties and responsibilities are essential in the daily execution of the position Greet customers from the point sincerely and enthusiastically without pressuring or becoming overbearing. Constantly look for and approach customers Qualify the customer through listening and questioning.  ...,"Hanover, MD",Home Appliance Sales Associate
RMSI Merchandising,9/16/2016,Retail,The Remodel Merchandiser position is designed to help execute all aspects of Store Remodels per Space Planning's directive at field level. 100% of the time on the job is spent in retail settings working to execute all Remodel related functions per Space Planning call down while supporting Remodel Te ...,"Washington, DC",Remodel Merchandiser
RMSI Merchandising,9/16/2016,Retail,The Wave Merchandiser position is designed to help Team Lead execute all aspects of Store Resets per Team Lead's directive at field level. 100% of the time on the job is spent in retail settings working to execute all Reset related functions per Category Instructions. ESSENTIAL FUNCTIONS Re set/Set  ...,"Dover, DE; Baltimore, MD",Wave Merchandiser
RMSI Merchandising,9/16/2016,Retail,The Wave Merchandiser position is designed to help Team Lead execute all aspects of Store Resets per Team Lead's directive at field level. 100% of the time on the job is spent in retail settings working to execute all Reset related functions per Category Instructions. ESSENTIAL FUNCTIONS Re set/Set  ...,"Baltimore, MD; Dover, DE",Wave Merchandiser
